ID,UserId,CourseId,Progress,StartDate,Completed,Title,Category,Total_enrollment,Total_Completions,completion_rate,Username,Department,Enrollments,Completions
EN0602,EMP002,COR1585,100,2022-04-26,1,Brand and Product Management,Marketing,2561,2542,99.25810230378758,Kimberly Aguilar,Senior Software Engineer,20,13
EN0603,EMP240,COR0185,100,2022-04-26,1,Organizational Leadership Specialization,Leadership and Management,1226,772,62.96900489396411,Suzanne Wright,Solution Enabler,20,13
EN0604,EMP278,COR1453,58,2022-04-26,0,Types of Conflict,Business Essentials,278,232,83.45323741007195,Meredith Clark,Solution Enabler,22,15
EN0605,EMP202,COR0694,100,2022-04-27,1,Agile with Atlassian Jira,Software Development,2423,2063,85.14238547255468,Aaron Anderson,Solution Consultant,29,22
EN0606,EMP122,COR1566,100,2022-04-27,1,Project Execution and Control,Leadership and Management,1945,1072,55.11568123393317,Scott Young,Senior Software Engineer,19,12
EN0607,EMP109,COR0220,100,2022-04-27,1,Introductory C Programming Specialization,Software Development,1578,1523,96.51457541191381,Amanda Jones,Senior Software Engineer,19,12
EN0608,EMP065,COR1919,100,2022-04-27,1,Music Production Capstone,Music and Art,3137,2815,89.73541600255021,Phillip Ellis,Solution Enabler,22,15
EN0609,EMP019,COR1160,62,2022-04-27,0,Autodesk Fusion 360 Integrated CAD/CAM/CAE,Mechanical Engineering,2946,2362,80.1765105227427,Phillip Sullivan,Senior Software Engineer,13,6
EN0610,EMP013,COR0709,9,2022-04-27,0,Introduction to Negotiation: A Strategic Playbook for Becoming a Principled and Persuasive Negotiator,Business Essentials,2472,2347,94.94336569579288,Joseph Williams,Senior Software Engineer,14,7
EN0611,EMP188,COR0713,100,2022-04-27,1,"Introduction to TensorFlow for Artificial Intelligence, Machine Learning, and Deep Learning",Software Development,3517,2036,57.890247369917546,Luke Wells,Senior Software Engineer,11,4
EN0612,EMP066,COR0580,100,2022-04-28,1,International Law in Action: the Arbitration of International Disputes,Law,4711,2954,62.704309063893014,Jeremy Acevedo,Software Engineer,15,8
EN0613,EMP266,COR0272,44,2022-04-28,0,Digital Signal Processing Specialization,Electrical Engineering,1884,1746,92.67515923566879,Brenda Brown,Software Engineer,21,14
EN0614,EMP126,COR0642,52,2022-04-28,0,Diversity and Inclusion in Education,Education,2473,1737,70.23857662757784,Catherine Moses,Solution Consultant,10,3
EN0615,EMP290,COR0145,81,2022-04-29,0,Electronic Music Production Specialization,Music and Art,3361,2978,88.60458196965189,Marie Brown,Senior Software Engineer,26,19
EN0616,EMP076,COR0770,100,2022-04-29,1,Microeconomics Principles,Economics,3160,2958,93.60759493670886,Adrian Flowers,Software Engineer,28,21
EN0617,EMP187,COR0845,100,2022-04-30,1,Financial Accounting Fundamentals,Business Essentials,1873,987,52.696209289909234,Kelsey Parker,Senior Software Engineer,14,7
EN0618,EMP223,COR1913,100,2022-04-30,1,Preparing for the AZ-900 Microsoft Azure Fundamentals Exam,Cloud Computing,4355,2569,58.98966704936854,Alexandra Holloway,Solution Consultant,19,12
EN0619,EMP077,COR0194,100,2022-04-30,1,Trading Strategies in Emerging Markets Specialization,Finance,4724,2779,58.8272650296359,Max Blair,Solution Enabler,18,11
EN0620,EMP207,COR0867,31,2022-04-30,0,Wind Energy,Mechanical Engineering,3905,3750,96.03072983354673,Roger Rivera,Solution Consultant,20,13
EN0621,EMP016,COR1427,100,2022-04-30,1,Information Design,Design and Product,2394,1709,71.38680033416875,Michael Miller,Software Engineer,25,18
EN0622,EMP043,COR0270,100,2022-05-01,1,Data Warehousing for Business Intelligence Specialization,Data Analysis,4298,2508,58.35272219637041,Bonnie Grant,Solution Consultant,24,17
EN0623,EMP194,COR0008,100,2022-05-01,1,Applied Data Science Specialization,Machine Learning,1246,982,78.81219903691814,Donald Mcguire,Solution Enabler,22,15
EN0624,EMP065,COR0753,26,2022-05-01,0,Machine Learning Foundations for Product Managers,Machine Learning,1690,1598,94.55621301775147,Phillip Ellis,Solution Enabler,22,15
EN0625,EMP094,COR0467,50,2022-05-01,0,Google Project Management Professional Certificate,Leadership and Management,1020,817,80.09803921568628,Elizabeth Dennis,Solution Consultant,13,6
EN0626,EMP136,COR1235,100,2022-05-01,1,Data Science Methodology,Data Analysis,3794,3681,97.0216130732736,Patrick Andrews,Solution Consultant,29,22
EN0627,EMP122,COR1209,100,2022-05-01,1,Designing the Organization,Leadership and Management,590,455,77.11864406779661,Scott Young,Senior Software Engineer,19,12
EN0628,EMP190,COR0559,100,2022-05-02,1,Leading Diverse Teams & Organizations,Leadership and Management,2330,1614,69.27038626609442,Rita George,Solution Enabler,25,18
EN0629,EMP041,COR1399,44,2022-05-02,0,Web Application Technologies and Django,Mobile and Web Development,3946,2384,60.41561074505829,Cheryl Smith,Software Engineer,25,18
EN0630,EMP181,COR1831,50,2022-05-02,0,Battery State-of-Health (SOH) Estimation,Electrical Engineering,1010,921,91.1881188118812,Connor Fowler,Solution Consultant,20,13
EN0631,EMP225,COR1604,100,2022-05-02,1,Design and Implementation of Digital Health Interventions,Animal Health,427,322,75.40983606557377,Teresa Andrews MD,Senior Software Engineer,29,22
EN0632,EMP246,COR1988,100,2022-05-02,1,Road to the CISO – Culminating Project Course,Security,1858,0,0.0,Cindy Bauer,Senior Software Engineer,28,21
EN0633,EMP046,COR0939,49,2022-05-02,0,Nutrición y obesidad: control de sobrepeso,Nutrition,1200,688,57.333333333333336,James Olsen,Solution Enabler,22,15
EN0634,EMP016,COR0047,2,2022-05-02,0,Data Analysis and Presentation Skills: the PwC Approach Specialization,Business Essentials,3820,2957,77.40837696335079,Michael Miller,Software Engineer,25,18
EN0635,EMP035,COR1799,100,2022-05-02,1,Natural Language Processing with Classification and Vector Spaces,Machine Learning,2648,1606,60.649546827794566,John Horton,Senior Software Engineer,13,6
EN0636,EMP093,COR1124,100,2022-05-03,1,Magnetics for Power Electronic Converters,Electrical Engineering,4102,3873,94.41735738664066,Megan Morgan,Solution Enabler,18,11
EN0637,EMP029,COR0292,100,2022-05-03,1,Uncommon Sense Teaching Specialization,Education,4685,2929,62.51867662753469,Natasha Harper,Software Engineer,22,15
EN0638,EMP266,COR0594,95,2022-05-03,0,21st Century Energy Transition: how do we make it work?,Environmental Science and Sustainability,3500,2328,66.51428571428572,Brenda Brown,Software Engineer,21,14
EN0639,EMP099,COR1190,100,2022-05-03,1,Writing Stories About Ourselves,Music and Art,3887,3696,95.08618471829175,Susan Davis,Solution Consultant,27,20
EN0640,EMP193,COR1491,100,2022-05-04,1,Getting Started with Data Visualization in R,Data Analysis,782,533,68.15856777493606,James Wright,Solution Enabler,11,4
EN0641,EMP081,COR0629,59,2022-05-04,0,Deep Neural Networks with PyTorch,Machine Learning,2270,2252,99.20704845814979,Emily Collins,Software Engineer,6,0
EN0642,EMP272,COR0595,5,2022-05-05,0,Entrepreneurship Strategy: From Ideation to Exit,Leadership and Management,2721,2132,78.35354649026092,Ashley Friedman MD,Senior Software Engineer,22,15
EN0643,EMP208,COR0109,100,2022-05-05,1,Real-World Product Management Specialization,Design and Product,1295,980,75.67567567567568,Meghan Shaffer,Solution Enabler,29,22
EN0644,EMP258,COR1933,45,2022-05-05,0,Introduction to battery-management systems,Electrical Engineering,4918,2766,56.24237494916633,Mary Austin,Solution Enabler,7,0
EN0645,EMP132,COR1565,84,2022-05-06,0,CUDA Advanced Libraries,Algorithms,3523,3128,88.78796480272496,David Mcdowell,Software Engineer,22,15
EN0646,EMP247,COR1425,100,2022-05-06,1,Statistical Inference and Hypothesis Testing in Data Science Applications,Probability and Statistics,1112,1062,95.50359712230215,Paige Green,Senior Software Engineer,25,18
EN0647,EMP214,COR1548,94,2022-05-06,0,Python and Machine Learning for Asset Management,Finance,1717,982,57.19277810133955,Tara Scott,Software Engineer,24,17
EN0648,EMP070,COR1834,91,2022-05-06,0,Memoir and Personal Essay: Managing Your Relationship with the Reader,Music and Art,4697,4200,89.41877794336811,Tiffany Edwards,Solution Enabler,30,23
EN0649,EMP268,COR0180,43,2022-05-06,0,Introduction to Discrete Mathematics for Computer Science Specialization,Algorithms,319,273,85.57993730407524,Jerry James,Senior Software Engineer,10,3
EN0650,EMP251,COR1637,100,2022-05-07,1,Marketing Mix Fundamentals,Marketing,815,803,98.52760736196319,Samantha Cohen,Software Engineer,30,23
EN0651,EMP034,COR1554,100,2022-05-07,1,Managing an Agile Team,Design and Product,638,510,79.9373040752351,Michael Parsons,Software Engineer,13,6
EN0652,EMP068,COR1761,58,2022-05-07,0,Creative Writing: The Craft of Character,Music and Art,1676,974,58.1145584725537,Brenda Sloan,Solution Consultant,6,0
EN0653,EMP251,COR0477,100,2022-05-07,1,Marketing en redes sociales de Meta Professional Certificate,Marketing,1781,1441,80.90960134755754,Samantha Cohen,Software Engineer,30,23
EN0654,EMP143,COR1163,100,2022-05-07,1,"Execution, persistence, privilege escalation and evasion",Security,1048,832,79.38931297709924,Joseph Moore,Senior Software Engineer,25,18
EN0655,EMP135,COR0275,63,2022-05-07,0,Introduction to Financial Accounting: The Accounting Cycle Specialization,Finance,4828,2831,58.63711681855841,Scott Baker,Solution Consultant,5,0
EN0656,EMP190,COR1926,100,2022-05-07,1,Motion Planning for Self-Driving Cars,Software Development,614,539,87.78501628664495,Rita George,Solution Enabler,25,18
EN0657,EMP145,COR1142,100,2022-05-07,1,AWS Cloud Technical Essentials,Cloud Computing,4199,3104,73.9223624672541,Vanessa Hughes,Solution Consultant,14,7
EN0658,EMP210,COR1223,100,2022-05-08,1,Exploratory Data Analysis,Data Analysis,964,623,64.62655601659752,Tanner Wright,Solution Enabler,25,18
EN0659,EMP249,COR0398,82,2022-05-08,0,Digitalisation in Aeronautics and Space Specialization,Mechanical Engineering,877,651,74.230330672748,Mary Thompson,Software Engineer,19,12
EN0660,EMP207,COR0620,100,2022-05-08,1,"The Modern World, Part Two: Global History since 1910",History,4609,3047,66.10978520286396,Roger Rivera,Solution Consultant,20,13
EN0661,EMP116,COR1787,100,2022-05-08,1,Custom and Distributed Training with TensorFlow,Machine Learning,617,575,93.19286871961103,Monica Rivera,Software Engineer,23,16
EN0662,EMP141,COR1585,49,2022-05-08,0,Brand and Product Management,Marketing,2561,2542,99.25810230378758,Charles Black,Software Engineer,17,10
EN0663,EMP291,COR1014,100,2022-05-08,1,Spanish Vocabulary: Careers and Social Events,Other Languages,2732,2128,77.89165446559298,Chelsea Hess,Solution Enabler,17,10
EN0664,EMP264,COR0099,100,2022-05-08,1,Project Management & Other Tools for Career Development Specialization,Business Essentials,4607,2364,51.31321901454309,Tom Singh,Solution Consultant,27,20
EN0665,EMP045,COR0948,10,2022-05-09,0,Introduction to Risk Management,Finance,3078,3060,99.41520467836257,Christina Mendoza,Solution Enabler,4,0
EN0666,EMP259,COR0731,100,2022-05-09,1,ITIL 4 Exam Preparation,Support and Operations,1724,1023,59.338747099767986,Michael Bailey,Solution Enabler,20,13
EN0667,EMP016,COR1562,15,2022-05-09,0,Summary Statistics in Public Health,Public Health,2341,2237,95.55745407945324,Michael Miller,Software Engineer,25,18
EN0668,EMP044,COR0084,100,2022-05-09,1,The Business of Health Care Specialization,Healthcare Management,2161,1966,90.9763998149005,Gregory Gonzalez,Senior Software Engineer,13,6
EN0669,EMP002,COR1879,93,2022-05-09,0,Introduction to Artificial Intelligence (AI),Machine Learning,4191,2122,50.632307325220715,Kimberly Aguilar,Senior Software Engineer,20,13
EN0670,EMP278,COR1900,100,2022-05-09,1,Strategic Leadership and Management Capstone,Leadership and Management,2911,1656,56.88766746822398,Meredith Clark,Solution Enabler,22,15
EN0671,EMP190,COR1542,100,2022-05-09,1,Build Basic Generative Adversarial Networks (GANs),Machine Learning,1145,831,72.5764192139738,Rita George,Solution Enabler,25,18
EN0672,EMP228,COR0823,100,2022-05-09,1,Fundamentals of Reinforcement Learning,Machine Learning,2543,1474,57.96303578450649,Danielle Horne,Solution Enabler,24,17
EN0673,EMP078,COR1021,100,2022-05-09,1,EMT Foundations,Patient Care,2772,2360,85.13708513708514,Michelle Armstrong,Solution Consultant,23,16
EN0674,EMP184,COR1148,1,2022-05-10,0,Solución de problemas y toma de decisiones,Leadership and Management,249,173,69.47791164658635,Katherine Hernandez,Solution Consultant,13,6
EN0675,EMP218,COR0657,63,2022-05-10,0,Financial Markets,Finance,2438,1547,63.45365053322395,Russell Coleman,Software Engineer,10,3
EN0676,EMP103,COR1389,32,2022-05-10,0,Introduction to Business Analytics with R,Business Essentials,542,454,83.76383763837639,Judith Townsend,Solution Consultant,11,4
EN0677,EMP084,COR1519,66,2022-05-10,0,Creating Sounds for Electronic Music,Music and Art,3470,2350,67.72334293948127,Erika Dixon,Senior Software Engineer,8,1
EN0678,EMP030,COR0025,41,2022-05-10,0,Business and Financial Modeling Specialization,Business Essentials,2996,1875,62.583444592790386,Jenny Brown,Solution Enabler,5,0
EN0679,EMP100,COR1481,94,2022-05-10,0,Life Cycle Assessment,Public Health,3891,3386,87.0213312773066,Bryan Nguyen,Senior Software Engineer,23,16
EN0680,EMP260,COR1708,100,2022-05-10,1,Game Design and Development 4: 3D Platformer,Software Development,4530,3151,69.55849889624724,Victoria Moore,Solution Consultant,22,15
EN0681,EMP208,COR1674,100,2022-05-11,1,Camera and Imaging,Algorithms,2351,1604,68.22628668651637,Meghan Shaffer,Solution Enabler,29,22
EN0682,EMP206,COR0164,100,2022-05-11,1,Music Business  Specialization,Leadership and Management,3747,2933,78.27595409661062,Daniel Rodriguez,Software Engineer,26,19
EN0683,EMP039,COR0344,100,2022-05-11,1,Claves de la Dirección de Empresas Specialization,Leadership and Management,813,424,52.152521525215256,Cindy Mason,Senior Software Engineer,28,21
EN0684,EMP257,COR1998,96,2022-05-11,0,Guitar Performance Techniques,Music and Art,2161,0,0.0,Mikayla Wright MD,Solution Consultant,27,20
EN0685,EMP069,COR0509,100,2022-05-11,1,Impact Measurement & Management for the SDGs,Leadership and Management,4268,3328,77.97563261480788,Gregory Francis,Solution Consultant,15,8
EN0686,EMP069,COR1346,100,2022-05-12,1,Songwriting: Writing the Music,Music and Art,2878,2757,95.7956914523975,Gregory Francis,Solution Consultant,15,8
EN0687,EMP122,COR1536,53,2022-05-12,0,Converter Control,Electrical Engineering,4005,2745,68.53932584269663,Scott Young,Senior Software Engineer,19,12
EN0688,EMP145,COR1958,100,2022-05-12,1,Supply Chain Logistics,Business Essentials,170,0,0.0,Vanessa Hughes,Solution Consultant,14,7
EN0689,EMP090,COR0703,100,2022-05-13,1,System Administration and IT Infrastructure Services,Support and Operations,904,618,68.36283185840708,Erica Reilly,Solution Enabler,26,19
EN0690,EMP238,COR1848,100,2022-05-13,1,More C++ Programming and Unreal,Software Development,4312,3143,72.8896103896104,Chelsea Ramirez,Software Engineer,25,18
EN0691,EMP297,COR1108,37,2022-05-13,0,Strategic Procurement and Sourcing Conclusions,Leadership and Management,1292,711,55.030959752321984,James Smith,Senior Software Engineer,26,19
EN0692,EMP036,COR1725,100,2022-05-13,1,Intermediate Object-Oriented Programming for Unreal Games,Software Development,690,426,61.73913043478261,Daniel Soto,Software Engineer,29,22
EN0693,EMP263,COR0758,55,2022-05-13,0,Narrative Economics,Economics,2933,2017,68.7691783157177,Larry Curtis,Software Engineer,20,13
EN0694,EMP258,COR1969,21,2022-05-13,0,Introduction to Mechanical Engineering Design and Manufacturing with Fusion 360,Mechanical Engineering,4376,0,0.0,Mary Austin,Solution Enabler,7,0
EN0695,EMP104,COR0796,100,2022-05-13,1,Circular Economy - Sustainable Materials Management,Environmental Science and Sustainability,3146,2683,85.28289891926255,Tammy Parker,Solution Consultant,19,12
EN0696,EMP128,COR0877,24,2022-05-13,0,Introduction to Financial Engineering and Risk Management,Finance,1179,833,70.65309584393555,Sean Campbell,Solution Enabler,15,8
EN0697,EMP079,COR0775,57,2022-05-14,0,AWS Cloud Technical Essentials,Cloud Computing,796,465,58.417085427135675,Roger Montgomery,Solution Enabler,17,10
EN0698,EMP248,COR1659,73,2022-05-14,0,Interfacing with the Raspberry Pi,Electrical Engineering,881,615,69.80703745743473,Megan Doyle,Senior Software Engineer,29,22
EN0699,EMP231,COR0414,100,2022-05-14,1,Google Data Analytics Professional Certificate,Data Analysis,3397,3275,96.40859581984104,Sarah Morris,Solution Enabler,25,18
EN0700,EMP157,COR0270,71,2022-05-14,0,Data Warehousing for Business Intelligence Specialization,Data Analysis,4298,2508,58.35272219637041,Douglas Neal,Solution Consultant,9,2
EN0701,EMP188,COR0763,7,2022-05-15,0,Learn to Program: The Fundamentals,Software Development,4448,2957,66.47931654676259,Luke Wells,Senior Software Engineer,11,4
EN0702,EMP257,COR0852,43,2022-05-15,0,"Speak English Professionally: In Person, Online & On the Phone",Learning English,3475,2589,74.50359712230215,Mikayla Wright MD,Solution Consultant,27,20
EN0703,EMP125,COR0628,34,2022-05-15,0,Linear Circuits 1: DC Analysis,Electrical Engineering,4497,2402,53.413386702245944,James Rodriguez,Solution Enabler,8,1
EN0704,EMP233,COR0821,20,2022-05-15,0,Positive Psychology: Martin E. P. Seligman’s Visionary Science,Psychology,2144,2063,96.22201492537313,Emily Hill,Solution Consultant,29,22
EN0705,EMP152,COR1390,19,2022-05-15,0,Probability Theory: Foundation for Data Science,Probability and Statistics,2028,1775,87.52465483234714,Barbara Anderson,Solution Enabler,16,9
EN0706,EMP036,COR1139,100,2022-05-15,1,Artificial Creativity,Design and Product,1587,1582,99.68494013862635,Daniel Soto,Software Engineer,29,22
EN0707,EMP203,COR0695,100,2022-05-16,1,Crash Course on Python,Support and Operations,1778,1701,95.66929133858267,Christopher Gonzalez,Software Engineer,24,17
EN0708,EMP039,COR1507,94,2022-05-16,0,Advanced Data Structures in Java,Algorithms,3855,2759,71.56939040207523,Cindy Mason,Senior Software Engineer,28,21
EN0709,EMP277,COR1510,100,2022-05-16,1,Introduction to Business Analytics: Communicating with Data,Leadership and Management,1385,1376,99.35018050541517,Mary Cohen MD,Senior Software Engineer,17,10
EN0710,EMP254,COR0263,70,2022-05-16,0,Executive Data Science Specialization,Data Analysis,3410,2943,86.3049853372434,Wyatt Graves,Software Engineer,13,6
EN0711,EMP042,COR0754,100,2022-05-16,1,Introduction to Psychology,Psychology,3307,2832,85.63652857574841,Jeffrey Hernandez,Senior Software Engineer,18,11
EN0712,EMP056,COR1442,100,2022-05-17,1,Agile Leadership: Introduction to Change,Leadership and Management,640,443,69.21875,Kimberly Schneider,Solution Consultant,20,13
EN0713,EMP281,COR0432,100,2022-05-17,1,IBM Data Warehouse Engineer Professional Certificate,Data Management,4085,2178,53.317013463892295,Alex Buchanan,Solution Consultant,23,16
EN0714,EMP248,COR0567,100,2022-05-17,1,Introduction to Chemistry:  Reactions and Ratios,Chemistry,3851,3060,79.45988055050636,Megan Doyle,Senior Software Engineer,29,22
EN0715,EMP077,COR0667,55,2022-05-17,0,What is Data Science?,Data Analysis,3533,2658,75.23351259552788,Max Blair,Solution Enabler,18,11
EN0716,EMP203,COR0890,90,2022-05-17,0,Creative Writing: The Craft of Plot,Music and Art,1525,1187,77.8360655737705,Christopher Gonzalez,Software Engineer,24,17
EN0717,EMP118,COR0497,38,2022-05-17,0,Probability & Statistics for Machine Learning & Data Science,Algorithms,4649,2664,57.302645730264565,Kelly Yates,Software Engineer,10,3
EN0718,EMP102,COR1883,48,2022-05-17,0,Present with Purpose: Create/Deliver Effective Presentations,Personal Development,3004,2242,74.63382157123834,Andrea Clay,Solution Consultant,5,0
EN0719,EMP273,COR0101,100,2022-05-18,1,Java Programming and Software Engineering Fundamentals Specialization,Software Development,861,716,83.15911730545878,Beverly Meza,Solution Consultant,21,14
EN0720,EMP278,COR0146,100,2022-05-18,1,Branding: The Creative Journey Specialization,Business Strategy,3612,3104,85.93576965669989,Meredith Clark,Solution Enabler,22,15
EN0721,EMP281,COR0989,100,2022-05-18,1,React Basics,Mobile and Web Development,4008,2108,52.59481037924152,Alex Buchanan,Solution Consultant,23,16
EN0722,EMP070,COR1273,100,2022-05-18,1,Online teaching: Using Zoom to connect with learners,Education,406,209,51.47783251231527,Tiffany Edwards,Solution Enabler,30,23
EN0723,EMP232,COR1098,100,2022-05-18,1,3D Printing Hardware,Entrepreneurship,1372,1016,74.05247813411079,Timothy Cole,Solution Enabler,20,13
EN0724,EMP278,COR1030,100,2022-05-19,1,Exploratory Data Analysis for Machine Learning,Machine Learning,4096,2376,58.0078125,Meredith Clark,Solution Enabler,22,15
EN0725,EMP059,COR0318,100,2022-05-19,1,Accounting Data Analytics Specialization,Data Analysis,3248,3069,94.48891625615764,Kristen Evans,Solution Enabler,8,1
EN0726,EMP163,COR0656,100,2022-05-19,1,Indigenous Canada,History,1202,965,80.2828618968386,Tanya Gould,Senior Software Engineer,27,20
EN0727,EMP206,COR1863,100,2022-05-19,1,Introduction to Public Speaking,Business Essentials,3200,2729,85.28125,Daniel Rodriguez,Software Engineer,26,19
EN0728,EMP042,COR1574,100,2022-05-19,1,Integral Calculus and Numerical Analysis for Data Science,Math and Logic,4158,3168,76.19047619047619,Jeffrey Hernandez,Senior Software Engineer,18,11
EN0729,EMP092,COR1652,100,2022-05-20,1,"Content, Advertising & Social IMC",Marketing,4894,3558,72.70126685737638,Joshua Garza,Software Engineer,26,19
EN0730,EMP136,COR1694,100,2022-05-20,1,Investment Banking: Financial Analysis and Valuation,Finance,3829,3798,99.19038913554454,Patrick Andrews,Solution Consultant,29,22
EN0731,EMP024,COR1667,100,2022-05-20,1,Lean Software Development,Software Development,4316,3547,82.1825764596849,Justin Jackson,Solution Enabler,28,21
EN0732,EMP247,COR0222,100,2022-05-20,1,How to Play Guitar Specialization,Music and Art,1047,918,87.67908309455588,Paige Green,Senior Software Engineer,25,18
EN0733,EMP234,COR1419,39,2022-05-21,0,Capstone: Your Story,Music and Art,2295,1883,82.0479302832244,David Fisher,Senior Software Engineer,8,1
EN0734,EMP221,COR0943,100,2022-05-21,1,Science Literacy,Basic Science,232,213,91.8103448275862,Arthur Johnson,Solution Enabler,25,18
EN0735,EMP092,COR0078,54,2022-05-21,0,Mathematics for Machine Learning Specialization,Machine Learning,955,887,92.87958115183245,Joshua Garza,Software Engineer,26,19
EN0736,EMP098,COR1283,100,2022-05-21,1,Software Processes and Agile Practices,Design and Product,2851,2345,82.25184145913714,Jessica Crosby,Senior Software Engineer,25,18
EN0737,EMP039,COR0599,100,2022-05-21,1,Curanderismo: Traditional Healing Using Plants,History,1865,1494,80.10723860589812,Cindy Mason,Senior Software Engineer,28,21
EN0738,EMP007,COR1235,100,2022-05-22,1,Data Science Methodology,Data Analysis,3794,3681,97.0216130732736,Lauren Green,Solution Consultant,28,21
EN0739,EMP112,COR1323,39,2022-05-22,0,Introduction to R Programming for Data Science,Data Analysis,2474,1867,75.46483427647534,Scott Long,Senior Software Engineer,27,20
EN0740,EMP057,COR1979,52,2022-05-22,0,"App Deployment, Debugging, and Performance",Software Development,3971,0,0.0,Leslie Davis,Solution Consultant,22,15
EN0741,EMP219,COR0848,100,2022-05-22,1,Dog Emotion and Cognition,Animal Health,941,643,68.33156216790648,Bradley Cabrera,Senior Software Engineer,30,23
EN0742,EMP149,COR0925,100,2022-05-22,1,Greek and Roman Mythology,Philosophy,4621,3535,76.4985933780567,Julia Barry,Senior Software Engineer,16,9
EN0743,EMP111,COR1271,100,2022-05-22,1,Hardware Security,Computer Security and Networks,2464,2122,86.12012987012987,Brandon Cantu,Solution Consultant,21,14
EN0744,EMP098,COR1792,100,2022-05-23,1,Web3 and Blockchain Leadership for Transformation,Leadership and Management,604,503,83.27814569536423,Jessica Crosby,Senior Software Engineer,25,18
EN0745,EMP279,COR1184,65,2022-05-23,0,Noun Clauses and Conditionals,Learning English,2817,1441,51.15370962016329,Jackie Bell,Software Engineer,6,0
EN0746,EMP044,COR1253,100,2022-05-23,1,Algebra: Elementary to Advanced - Equations & Inequalities,Math and Logic,4100,2991,72.95121951219512,Gregory Gonzalez,Senior Software Engineer,13,6
EN0747,EMP189,COR0384,100,2022-05-23,1,Interviewing and Resume Writing in English Specialization,Business Essentials,406,361,88.91625615763546,Rebecca Phillips,Senior Software Engineer,12,5
EN0748,EMP267,COR1037,100,2022-05-23,1,Medical Terminology III,Basic Science,2414,2003,82.97431648715823,Ronald Brewer MD,Senior Software Engineer,16,9
EN0749,EMP056,COR1114,100,2022-05-23,1,European Business Law: Competing in Europe,Business Essentials,3046,2625,86.17859487852921,Kimberly Schneider,Solution Consultant,20,13
EN0750,EMP095,COR0471,36,2022-05-23,0,SAS Visual Business Analytics Professional Certificate,Data Analysis,762,396,51.96850393700787,Eric Santos,Solution Enabler,15,8
EN0751,EMP169,COR1677,100,2022-05-23,1,Digital Strategy and Business Opportunity,Marketing,4528,4452,98.32155477031802,James Johnson,Solution Enabler,23,16
EN0752,EMP208,COR0324,100,2022-05-23,1,Diseño y Gestión de Proyectos de Desarrollo Specialization,Governance and Society,3861,2102,54.441854441854446,Meghan Shaffer,Solution Enabler,29,22
EN0753,EMP076,COR1808,100,2022-05-24,1,Key Concepts in Organizational DE&I,Leadership and Management,2386,1270,53.22715842414082,Adrian Flowers,Software Engineer,28,21
EN0754,EMP266,COR1338,100,2022-05-24,1,Google Cloud Fundamentals: Core Infrastructure,Cloud Computing,3604,1815,50.3607103218646,Brenda Brown,Software Engineer,21,14
EN0755,EMP210,COR1325,28,2022-05-24,0,Retail Digital Supply Chain,Business Strategy,1800,1536,85.33333333333334,Tanner Wright,Solution Enabler,25,18
EN0756,EMP086,COR1090,100,2022-05-24,1,"Comparing Genes, Proteins, and Genomes (Bioinformatics III)",Health Informatics,2428,2162,89.04448105436573,William Pearson,Software Engineer,24,17
EN0757,EMP158,COR1745,27,2022-05-24,0,Supply Chain Sourcing,Business Strategy,2627,1587,60.4111153406928,Sarah Hicks,Solution Consultant,14,7
EN0758,EMP047,COR0914,100,2022-05-24,1,Implant Dentistry,Basic Science,1983,1627,82.04740292486133,Peter Wright,Software Engineer,29,22
EN0759,EMP136,COR0445,69,2022-05-25,0,Gestión de Proyectos de Google Professional Certificate,Liderazgo y Gestión,3336,2419,72.51199040767386,Patrick Andrews,Solution Consultant,29,22
EN0760,EMP010,COR1839,100,2022-05-25,1,Enterprise Database Migration,Cloud Computing,3433,1803,52.5196621031168,Patrick Sanchez,Solution Consultant,27,20
EN0761,EMP054,COR1022,45,2022-05-25,0,Culminating Project in Health Informatics,Health Informatics,1587,964,60.74354127284184,Christopher Williams,Software Engineer,7,0
EN0762,EMP261,COR1430,100,2022-05-25,1,"Developing AR/VR/MR/XR Apps with WebXR, Unity & Unreal",Design and Product,2309,2153,93.24382849718494,James Brewer,Software Engineer,29,22
EN0763,EMP225,COR1530,90,2022-05-25,0,Preparing for AI-900: Microsoft Azure AI Fundamentals exam,Machine Learning,1713,1363,79.56800934033859,Teresa Andrews MD,Senior Software Engineer,29,22
EN0764,EMP233,COR0424,100,2022-05-25,1,IBM Data Analytics with Excel and R Professional Certificate,Data Analysis,2000,1242,62.1,Emily Hill,Solution Consultant,29,22
EN0765,EMP108,COR0170,22,2022-05-26,0,Climate Change and Sustainable Investing Specialization,Finance,4946,4916,99.39344925192074,Mark Green,Solution Consultant,11,4
EN0766,EMP137,COR0289,100,2022-05-26,1,Advanced Statistics for Data Science Specialization,Math and Logic,2406,1923,79.92518703241896,Charles Sullivan,Solution Consultant,12,5
EN0767,EMP143,COR1938,7,2022-05-26,0,Drug Development,Research,3610,2114,58.5595567867036,Joseph Moore,Senior Software Engineer,25,18
EN0768,EMP285,COR1020,100,2022-05-27,1,Regression Models,Probability and Statistics,1793,939,52.370329057445616,Kimberly Smith,Solution Enabler,15,8
EN0769,EMP062,COR0038,100,2022-05-27,1,Data Science Specialization,Data Analysis,3989,2648,66.38255201804964,Adam George,Solution Consultant,12,5
